Date,Open,High,Low,Close,Volume
2021-09-01 00:00:00,3386.84,3414.61,3375.01,3386.0,15060.4378
2021-09-01 00:15:00,3385.99,3401.5,3375.45,3401.35,8862.5834
2021-09-01 00:30:00,3401.36,3410.6,3393.75,3406.46,10821.5729
2021-09-01 00:45:00,3406.46,3409.06,3383.11,3386.83,7303.7062
2021-09-01 01:00:00,3386.83,3393.58,3375.15,3375.16,7963.6867
2021-09-01 01:15:00,3375.16,3388.41,3375.0,3381.86,3819.5017
2021-09-01 01:30:00,3381.86,3384.49,3339.01,3368.28,17557.9918
2021-09-01 01:45:00,3368.28,3374.4,3355.0,3364.01,6781.0025
2021-09-01 02:00:00,3364.01,3378.44,3361.79,3364.16,6213.3805
2021-09-01 02:15:00,3364.17,3380.99,3357.14,3380.24,4380.3922
2021-09-01 02:30:00,3380.02,3407.42,3373.61,3406.35,9133.3389
2021-09-01 02:45:00,3406.36,3416.5,3394.29,3413.11,7786.23
2021-09-01 03:00:00,3413.1,3422.57,3407.15,3412.17,7757.112
2021-09-01 03:15:00,3412.18,3414.17,3407.1,3408.71,4356.4422
2021-09-01 03:30:00,3408.72,3414.72,3394.54,3411.58,5259.73
2021-09-01 03:45:00,3411.58,3419.1,3401.56,3414.3,4010.378
2021-09-01 04:00:00,3414.31,3414.95,3392.49,3407.52,6492.076
2021-09-01 04:15:00,3407.52,3415.97,3399.44,3414.73,4926.3204
2021-09-01 04:30:00,3414.97,3427.48,3403.0,3403.68,5480.4809
2021-09-01 04:45:00,3403.78,3406.17,3380.91,3390.66,7245.2723
2021-09-01 05:00:00,3390.85,3408.65,3377.0,3408.43,5012.253
2021-09-01 05:15:00,3408.43,3421.21,3390.97,3412.29,8246.2016
2021-09-01 05:30:00,3412.29,3432.72,3403.97,3428.61,5691.9347
2021-09-01 05:45:00,3428.62,3436.02,3400.76,3400.76,4701.142
2021-09-01 06:00:00,3400.69,3410.77,3396.0,3404.69,4168.7133
2021-09-01 06:15:00,3404.8,3406.9,3372.78,3385.95,9433.4782
2021-09-01 06:30:00,3385.63,3394.0,3371.01,3387.58,4607.4656
2021-09-01 06:45:00,3387.58,3414.89,3387.57,3412.86,4800.9321
2021-09-01 07:00:00,3412.85,3425.69,3400.01,3420.58,5422.3063
2021-09-01 07:15:00,3420.58,3428.88,3413.26,3424.9,3611.0639
2021-09-01 07:30:00,3424.91,3437.42,3423.69,3433.2,4390.6809
2021-09-01 07:45:00,3433.33,3445.0,3429.15,3429.2,5621.8316
2021-09-01 08:00:00,3429.19,3445.0,3401.0,3420.01,12550.301
2021-09-01 08:15:00,3419.23,3439.77,3419.11,3434.06,7097.7838
2021-09-01 08:30:00,3433.8,3434.2,3407.0,3413.26,4064.9027
2021-09-01 08:45:00,3413.26,3413.26,3391.39,3398.13,8059.9362
2021-09-01 09:00:00,3398.13,3408.31,3382.22,3388.24,8678.4177
2021-09-01 09:15:00,3388.24,3406.98,3384.49,3404.36,4314.2422
2021-09-01 09:30:00,3404.37,3412.67,3387.46,3408.47,5335.2358
2021-09-01 09:45:00,3408.62,3437.91,3406.2,3424.97,9129.7232
2021-09-01 10:00:00,3424.97,3440.0,3419.36,3426.4,5329.7069
2021-09-01 10:15:00,3426.46,3440.57,3414.39,3440.34,3820.7706
2021-09-01 10:30:00,3440.34,3447.0,3429.94,3436.18,8760.2348
2021-09-01 10:45:00,3436.19,3437.45,3408.61,3420.7,6240.2781
2021-09-01 11:00:00,3420.7,3428.51,3410.6,3427.48,3383.3297
2021-09-01 11:15:00,3427.49,3432.79,3410.21,3416.74,3537.7966
2021-09-01 11:30:00,3416.75,3425.0,3408.78,3420.62,4814.3519
2021-09-01 11:45:00,3420.62,3445.0,3420.39,3442.15,5287.9666
2021-09-01 12:00:00,3442.45,3455.0,3428.22,3452.51,7484.721
2021-09-01 12:15:00,3452.51,3455.0,3443.41,3450.68,6512.2741
2021-09-01 12:30:00,3450.68,3457.0,3436.97,3452.98,6862.6068
2021-09-01 12:45:00,3452.72,3461.94,3444.86,3461.0,11097.4446
2021-09-01 13:00:00,3461.0,3497.97,3454.51,3493.55,18923.63363
2021-09-01 13:15:00,3493.54,3500.0,3484.16,3492.86,13349.73019
2021-09-01 13:30:00,3492.86,3518.0,3483.0,3509.01,20203.69081
2021-09-01 13:45:00,3509.01,3532.49,3507.77,3525.84,14061.24905
2021-09-01 14:00:00,3525.84,3531.71,3512.44,3524.5,7644.1209
2021-09-01 14:15:00,3524.5,3524.61,3510.22,3516.49,5104.1942
2021-09-01 14:30:00,3516.49,3523.65,3505.67,3522.04,5815.8969
2021-09-01 14:45:00,3522.04,3533.3,3517.0,3519.69,9079.79879
2021-09-01 15:00:00,3519.68,3531.93,3519.05,3531.93,4068.8251
2021-09-01 15:15:00,3531.93,3545.05,3520.0,3524.3,8728.11822
2021-09-01 15:30:00,3524.29,3524.29,3506.1,3512.17,8263.6168
2021-09-01 15:45:00,3512.17,3519.0,3500.18,3516.86,6337.62158
2021-09-01 16:00:00,3516.85,3532.5,3513.17,3526.09,8473.5812
2021-09-01 16:15:00,3526.09,3533.0,3513.6,3514.54,6485.315
2021-09-01 16:30:00,3514.54,3531.94,3512.35,3519.46,7784.5393
2021-09-01 16:45:00,3519.46,3537.48,3518.71,3531.99,7407.4674
2021-09-01 17:00:00,3531.99,3548.26,3530.14,3543.02,9734.97161
2021-09-01 17:15:00,3543.01,3559.4,3540.67,3549.6,15001.4462
2021-09-01 17:30:00,3549.6,3555.0,3536.37,3537.47,7425.3095
2021-09-01 17:45:00,3537.47,3544.8,3524.19,3538.64,9210.5539
2021-09-01 18:00:00,3538.65,3541.78,3522.0,3530.25,9293.42
2021-09-01 18:15:00,3530.25,3540.0,3524.91,3536.89,5353.358
2021-09-01 18:30:00,3536.9,3553.44,3534.94,3549.95,8612.3815
2021-09-01 18:45:00,3549.95,3550.7,3541.0,3543.58,4344.267
2021-09-01 19:00:00,3543.59,3557.54,3543.38,3543.71,5535.88
2021-09-01 19:15:00,3543.72,3554.78,3536.28,3539.47,5980.549
2021-09-01 19:30:00,3539.46,3539.46,3526.22,3527.59,7232.4706
2021-09-01 19:45:00,3527.59,3540.32,3527.01,3530.99,6068.5773
2021-09-01 20:00:00,3530.86,3536.71,3517.0,3530.9,7723.0467
2021-09-01 20:15:00,3530.89,3545.0,3530.89,3540.85,10538.0577
2021-09-01 20:30:00,3540.85,3543.84,3535.02,3536.28,4103.1194
2021-09-01 20:45:00,3536.29,3540.7,3531.65,3536.01,3196.6277
2021-09-01 21:00:00,3536.01,3552.12,3535.77,3536.52,6392.7228
2021-09-01 21:15:00,3536.52,3542.7,3517.11,3528.25,8881.471
2021-09-01 21:30:00,3528.26,3545.45,3528.25,3537.35,4289.8433
2021-09-01 21:45:00,3537.36,3545.25,3529.65,3534.72,4817.8736
2021-09-01 22:00:00,3534.72,3547.54,3533.35,3541.56,5018.3202
2021-09-01 22:15:00,3541.87,3553.85,3540.04,3549.4,7466.6762
2021-09-01 22:30:00,3549.39,3566.41,3533.93,3537.75,13003.95317
2021-09-01 22:45:00,3537.75,3540.19,3528.85,3529.5,5876.7919
2021-09-01 23:00:00,3529.5,3545.0,3529.49,3539.77,5239.7312
2021-09-01 23:15:00,3539.77,3553.45,3539.77,3551.82,6086.5233
2021-09-01 23:30:00,3551.72,3574.1,3546.42,3561.99,9441.34625
2021-09-01 23:45:00,3561.79,3585.0,3561.79,3580.56,11264.15597
2021-09-02 00:00:00,3580.56,3595.0,3580.09,3588.28,12802.64149
2021-09-02 00:15:00,3588.28,3600.0,3575.87,3592.88,14549.95221
2021-09-02 00:30:00,3592.6,3703.37,3590.01,3697.44,50529.23544
2021-09-02 00:45:00,3697.45,3790.0,3697.45,3741.58,55152.23992
2021-09-02 01:00:00,3741.58,3744.68,3702.1,3716.61,22485.3609
2021-09-02 01:15:00,3716.6,3724.0,3702.08,3713.6,12748.5549
2021-09-02 01:30:00,3713.61,3721.95,3707.33,3712.77,10204.9786
2021-09-02 01:45:00,3712.77,3722.0,3681.69,3693.06,19174.6085
2021-09-02 02:00:00,3693.11,3715.0,3693.11,3713.99,9275.4431
2021-09-02 02:15:00,3713.99,3723.42,3711.06,3720.08,6185.9331
2021-09-02 02:30:00,3720.07,3720.08,3708.45,3715.41,4273.4918
2021-09-02 02:45:00,3715.42,3715.42,3690.03,3697.28,5170.568
2021-09-02 03:00:00,3697.28,3707.79,3696.04,3707.43,5560.1489
2021-09-02 03:15:00,3707.23,3720.0,3707.23,3715.5,5377.561
2021-09-02 03:30:00,3715.51,3715.51,3692.89,3703.34,7120.7447
2021-09-02 03:45:00,3703.36,3717.76,3703.36,3713.11,4511.5506
2021-09-02 04:00:00,3713.1,3734.45,3710.0,3734.38,6489.592
2021-09-02 04:15:00,3734.38,3740.98,3721.94,3734.7,5845.638
2021-09-02 04:30:00,3734.71,3734.8,3721.35,3725.23,3064.5455
2021-09-02 04:45:00,3725.35,3739.07,3723.65,3729.02,3306.4777
2021-09-02 05:00:00,3728.94,3744.86,3726.92,3744.35,2774.8992
2021-09-02 05:15:00,3744.35,3761.07,3735.95,3761.07,6064.8084
2021-09-02 05:30:00,3761.07,3784.3,3746.43,3750.67,8060.2724
2021-09-02 05:45:00,3750.67,3768.72,3748.2,3768.7,3779.7571
2021-09-02 06:00:00,3768.7,3800.01,3764.54,3796.4,18183.08619
2021-09-02 06:15:00,3796.4,3796.98,3778.47,3791.74,6511.203
2021-09-02 06:30:00,3791.73,3792.97,3751.77,3768.88,7982.9681
2021-09-02 06:45:00,3768.62,3775.82,3758.05,3760.2,4173.7369
2021-09-02 07:00:00,3760.21,3786.22,3760.2,3784.39,6149.3569
2021-09-02 07:15:00,3784.4,3789.14,3766.64,3784.75,5652.1291
2021-09-02 07:30:00,3784.75,3785.75,3767.42,3779.26,4248.8347
2021-09-02 07:45:00,3779.27,3842.0,3779.26,3826.82,17122.77196
2021-09-02 08:00:00,3826.82,3836.8,3787.33,3808.9,15264.1207
2021-09-02 08:15:00,3808.9,3822.66,3791.0,3791.77,5969.0877
2021-09-02 08:30:00,3791.78,3799.53,3780.44,3790.33,5371.1832
2021-09-02 08:45:00,3790.34,3790.96,3769.5,3778.72,6345.2765
2021-09-02 09:00:00,3778.73,3779.04,3741.55,3756.63,13717.1631
2021-09-02 09:15:00,3756.64,3787.14,3753.94,3783.66,6686.6869
2021-09-02 09:30:00,3783.57,3802.9,3780.25,3788.79,7684.9738
2021-09-02 09:45:00,3788.79,3789.54,3768.8,3771.5,7185.9009
2021-09-02 10:00:00,3771.5,3781.86,3761.27,3780.32,6769.0312
2021-09-02 10:15:00,3780.31,3781.84,3762.02,3765.83,4489.8619
2021-09-02 10:30:00,3765.79,3777.23,3745.06,3750.01,8978.7014
2021-09-02 10:45:00,3750.7,3761.22,3733.0,3741.76,6637.2033
2021-09-02 11:00:00,3741.76,3759.84,3740.18,3759.37,3755.3671
2021-09-02 11:15:00,3759.39,3768.03,3749.1,3750.12,5123.4833
2021-09-02 11:30:00,3750.13,3768.83,3746.87,3760.53,3797.9472
2021-09-02 11:45:00,3760.51,3769.17,3751.56,3763.31,3346.2762
2021-09-02 12:00:00,3763.32,3770.0,3748.98,3756.09,4622.4683
2021-09-02 12:15:00,3756.09,3756.09,3742.7,3746.99,3045.2492
2021-09-02 12:30:00,3747.0,3764.07,3746.99,3763.61,3119.0446
2021-09-02 12:45:00,3763.61,3766.7,3758.93,3759.61,2488.3613
2021-09-02 13:00:00,3759.6,3762.8,3750.21,3762.44,2754.498
2021-09-02 13:15:00,3762.44,3770.0,3756.45,3757.0,3905.9097
2021-09-02 13:30:00,3757.0,3770.0,3755.0,3760.0,4269.3834
2021-09-02 13:45:00,3759.99,3766.53,3756.01,3758.43,2761.2507
2021-09-02 14:00:00,3758.44,3761.8,3749.18,3761.25,4462.4337
2021-09-02 14:15:00,3761.38,3768.35,3754.21,3758.43,4999.0063
2021-09-02 14:30:00,3758.42,3758.45,3741.16,3744.24,6854.1473
2021-09-02 14:45:00,3744.18,3759.02,3727.72,3753.62,13022.042
2021-09-02 15:00:00,3753.61,3770.73,3748.16,3756.72,10765.8187
2021-09-02 15:15:00,3756.99,3756.99,3746.33,3747.81,6209.3131
2021-09-02 15:30:00,3747.87,3750.0,3736.85,3737.19,5855.0464
2021-09-02 15:45:00,3737.38,3744.56,3721.42,3733.41,8048.5302
2021-09-02 16:00:00,3733.42,3749.72,3730.57,3747.57,4267.3295
2021-09-02 16:15:00,3747.56,3753.42,3742.27,3752.02,3763.9588
2021-09-02 16:30:00,3752.02,3754.99,3743.12,3752.02,4349.9655
2021-09-02 16:45:00,3752.48,3754.03,3739.5,3745.96,3951.8321
2021-09-02 17:00:00,3745.95,3752.17,3731.87,3732.7,3822.3331
2021-09-02 17:15:00,3732.7,3736.84,3725.1,3726.22,4524.8282
2021-09-02 17:30:00,3726.22,3743.36,3726.21,3732.05,4926.0773
2021-09-02 17:45:00,3732.05,3740.0,3730.02,3738.5,2581.9863
2021-09-02 18:00:00,3738.5,3742.0,3731.45,3740.51,3919.77
2021-09-02 18:15:00,3740.51,3741.62,3717.04,3740.4,5562.4987
2021-09-02 18:30:00,3740.13,3762.64,3739.44,3752.1,5927.7203
2021-09-02 18:45:00,3752.1,3765.0,3750.01,3758.59,4875.094
2021-09-02 19:00:00,3758.6,3758.98,3747.43,3748.35,3205.4274
2021-09-02 19:15:00,3748.34,3751.82,3743.78,3751.56,2391.6914
2021-09-02 19:30:00,3751.56,3761.0,3745.0,3759.5,3669.1669
2021-09-02 19:45:00,3759.49,3767.94,3757.24,3760.62,3598.7696
2021-09-02 20:00:00,3760.62,3769.22,3758.0,3768.0,3664.8746
2021-09-02 20:15:00,3768.0,3795.0,3762.51,3787.08,10040.7642
2021-09-02 20:30:00,3787.08,3790.0,3773.0,3779.65,4669.8827
2021-09-02 20:45:00,3779.65,3780.33,3762.6,3775.09,5073.6154
2021-09-02 21:00:00,3775.08,3777.35,3764.06,3774.51,3764.4059
2021-09-02 21:15:00,3774.51,3789.5,3773.53,3789.01,3733.6175
2021-09-02 21:30:00,3789.0,3790.0,3777.47,3782.95,4098.9992
2021-09-02 21:45:00,3782.95,3805.0,3782.94,3793.41,5781.1936
2021-09-02 22:00:00,3793.4,3833.96,3765.65,3817.07,31208.568
2021-09-02 22:15:00,3817.06,3817.07,3788.45,3814.49,9453.2956
2021-09-02 22:30:00,3814.49,3814.76,3753.22,3765.01,11716.3216
2021-09-02 22:45:00,3765.0,3787.29,3751.21,3764.43,10931.1965
2021-09-02 23:00:00,3764.43,3775.69,3739.24,3764.24,10896.6862
2021-09-02 23:15:00,3764.25,3776.79,3756.99,3767.91,5070.653
2021-09-02 23:30:00,3767.91,3773.0,3753.99,3759.76,5771.5736
2021-09-02 23:45:00,3759.44,3772.99,3751.97,3756.31,6805.3291
2021-09-03 00:00:00,3756.31,3773.1,3755.0,3772.1,7616.8996
2021-09-03 00:15:00,3772.11,3791.47,3770.82,3782.91,6589.7532
2021-09-03 00:30:00,3782.91,3787.35,3774.0,3777.39,3476.8325
2021-09-03 00:45:00,3777.4,3787.54,3775.59,3783.7,2877.0971
2021-09-03 01:00:00,3783.71,3785.72,3773.71,3777.86,2479.6416
2021-09-03 01:15:00,3777.86,3784.59,3767.65,3778.62,3424.0358
2021-09-03 01:30:00,3778.59,3783.61,3769.92,3774.79,4087.8607
2021-09-03 01:45:00,3774.59,3804.43,3767.01,3798.75,6746.5765
