Date,Open,High,Low,Close,Volume
2021-09-03 02:00:00,3798.76,3808.3,3784.17,3788.95,5638.9281
2021-09-03 02:15:00,3788.96,3792.5,3768.25,3772.15,6647.479
2021-09-03 02:30:00,3772.15,3778.01,3759.0,3772.54,7222.6029
2021-09-03 02:45:00,3772.77,3778.74,3767.25,3778.0,2102.5328
2021-09-03 03:00:00,3777.99,3779.47,3769.42,3779.22,2099.2189
2021-09-03 03:15:00,3779.18,3789.1,3774.56,3785.57,3565.9271
2021-09-03 03:30:00,3785.57,3790.55,3779.41,3781.54,2419.1697
2021-09-03 03:45:00,3781.53,3785.0,3772.92,3783.89,2097.1016
2021-09-03 04:00:00,3783.9,3800.62,3780.0,3791.06,4009.1342
2021-09-03 04:15:00,3791.07,3799.0,3777.0,3793.0,3389.8061
2021-09-03 04:30:00,3793.0,3800.0,3788.67,3789.32,2962.2827
2021-09-03 04:45:00,3789.32,3811.21,3788.18,3807.51,4569.8243
2021-09-03 05:00:00,3807.51,3821.23,3802.99,3803.79,6128.7231
2021-09-03 05:15:00,3803.79,3819.87,3800.75,3813.4,2874.0345
2021-09-03 05:30:00,3813.39,3828.84,3808.92,3824.37,3558.8232
2021-09-03 05:45:00,3824.44,3830.74,3817.64,3829.39,3659.1367
2021-09-03 06:00:00,3829.39,3830.0,3810.2,3811.81,3454.6141
2021-09-03 06:15:00,3811.81,3813.32,3792.46,3796.26,5453.823
2021-09-03 06:30:00,3796.77,3807.74,3796.4,3805.27,3564.9815
2021-09-03 06:45:00,3805.27,3810.88,3801.8,3803.63,2795.3864
2021-09-03 07:00:00,3803.6,3803.6,3785.87,3788.85,4010.1839
2021-09-03 07:15:00,3788.85,3795.64,3779.48,3781.75,4348.1667
2021-09-03 07:30:00,3780.75,3794.99,3779.39,3785.0,2950.6572
2021-09-03 07:45:00,3785.01,3796.7,3784.42,3785.82,2020.3718
2021-09-03 08:00:00,3785.82,3803.86,3781.87,3798.55,4596.5696
2021-09-03 08:15:00,3798.55,3798.55,3785.11,3791.49,3314.3053
2021-09-03 08:30:00,3791.48,3792.06,3733.2,3741.22,15983.8158
2021-09-03 08:45:00,3741.22,3749.92,3723.15,3730.46,8490.6466
2021-09-03 09:00:00,3730.45,3744.32,3718.22,3729.55,7697.1455
2021-09-03 09:15:00,3729.54,3741.65,3720.02,3724.46,5687.4487
2021-09-03 09:30:00,3724.22,3745.0,3705.05,3730.87,8019.4119
2021-09-03 09:45:00,3730.87,3743.77,3729.8,3742.19,2949.2174
2021-09-03 10:00:00,3742.19,3765.81,3737.08,3762.91,5807.7439
2021-09-03 10:15:00,3762.88,3769.01,3749.16,3768.67,6085.3093
2021-09-03 10:30:00,3768.7,3774.94,3758.8,3773.81,3288.1672
2021-09-03 10:45:00,3773.81,3775.86,3765.93,3773.12,3564.8938
2021-09-03 11:00:00,3773.13,3784.7,3766.42,3783.73,4253.9198
2021-09-03 11:15:00,3783.73,3785.91,3775.1,3780.14,3616.4692
2021-09-03 11:30:00,3780.14,3799.56,3780.14,3798.83,4778.0459
2021-09-03 11:45:00,3798.82,3818.32,3797.88,3806.83,10174.7768
2021-09-03 12:00:00,3806.83,3826.67,3796.75,3822.27,6595.6577
2021-09-03 12:15:00,3822.27,3824.14,3807.66,3808.05,4810.6647
2021-09-03 12:30:00,3808.05,3818.2,3808.05,3812.0,3251.0823
2021-09-03 12:45:00,3812.0,3818.06,3802.15,3810.02,3330.6036
2021-09-03 13:00:00,3809.9,3811.3,3801.8,3801.81,3073.5285
2021-09-03 13:15:00,3801.81,3817.64,3784.0,3800.65,7778.3329
2021-09-03 13:30:00,3800.65,3807.45,3790.02,3790.61,3672.9927
2021-09-03 13:45:00,3790.61,3807.38,3790.3,3797.34,4183.4785
2021-09-03 14:00:00,3797.34,3813.22,3797.33,3800.44,3265.6491
2021-09-03 14:15:00,3800.56,3804.21,3789.97,3790.23,2693.4909
2021-09-03 14:30:00,3790.23,3799.8,3785.63,3785.63,2862.7629
2021-09-03 14:45:00,3785.64,3794.84,3778.89,3791.84,4364.4813
2021-09-03 15:00:00,3791.83,3801.02,3785.07,3788.79,4484.4391
2021-09-03 15:15:00,3788.78,3797.85,3779.97,3791.39,5150.0657
2021-09-03 15:30:00,3791.39,3812.88,3787.33,3803.05,6689.4675
2021-09-03 15:45:00,3803.04,3805.42,3792.64,3797.92,3240.5653
2021-09-03 16:00:00,3797.93,3808.0,3788.98,3805.75,5052.6983
2021-09-03 16:15:00,3805.76,3808.0,3799.96,3802.6,2583.2062
2021-09-03 16:30:00,3802.59,3819.0,3797.62,3813.58,4924.2942
2021-09-03 16:45:00,3813.58,3897.76,3813.57,3890.17,36786.32725
2021-09-03 17:00:00,3890.18,3925.0,3876.99,3924.3,20642.11419
2021-09-03 17:15:00,3924.48,3963.0,3917.35,3939.86,34285.28126
2021-09-03 17:30:00,3939.7,3974.0,3936.03,3951.74,18447.3428
2021-09-03 17:45:00,3951.75,3969.93,3946.48,3966.62,9742.0929
2021-09-03 18:00:00,3966.62,3980.0,3950.94,3957.57,12223.60163
2021-09-03 18:15:00,3957.58,3973.56,3948.83,3958.32,7382.6839
2021-09-03 18:30:00,3958.32,3981.12,3952.55,3972.39,12888.68831
2021-09-03 18:45:00,3972.26,3978.69,3927.35,3950.41,14566.5111
2021-09-03 19:00:00,3950.42,3955.09,3922.27,3945.53,10320.8646
2021-09-03 19:15:00,3945.8,3964.0,3940.37,3948.61,6968.2738
2021-09-03 19:30:00,3948.66,3960.0,3948.27,3956.51,3887.9239
2021-09-03 19:45:00,3956.52,3963.61,3951.83,3953.48,5278.3271
2021-09-03 20:00:00,3953.5,3959.76,3950.11,3955.32,4927.5954
2021-09-03 20:15:00,3955.26,3955.52,3925.0,3940.49,9770.1053
2021-09-03 20:30:00,3940.5,3979.12,3940.49,3952.53,15044.6142
2021-09-03 20:45:00,3952.47,3965.73,3947.99,3950.74,6116.8732
2021-09-03 21:00:00,3950.74,3964.77,3950.74,3960.59,4469.9251
2021-09-03 21:15:00,3960.41,3961.0,3943.19,3943.36,5683.6036
2021-09-03 21:30:00,3943.36,3958.0,3941.17,3956.69,5024.1386
2021-09-03 21:45:00,3956.68,3967.61,3951.19,3963.67,5258.8214
2021-09-03 22:00:00,3963.51,3982.78,3957.87,3978.0,9921.34873
2021-09-03 22:15:00,3977.99,3990.0,3970.91,3990.0,14419.3564
2021-09-03 22:30:00,3990.0,4027.88,3942.88,3980.26,42409.96852
2021-09-03 22:45:00,3980.01,3986.06,3961.31,3979.38,9047.9383
2021-09-03 23:00:00,3979.37,3983.21,3961.0,3964.94,7279.1906
2021-09-03 23:15:00,3964.51,3974.68,3957.58,3971.22,4963.3733
2021-09-03 23:30:00,3971.22,3975.53,3954.0,3965.96,4280.533
2021-09-03 23:45:00,3965.96,3974.27,3964.35,3968.8,4054.2265
2021-09-04 00:00:00,3968.67,3977.0,3963.21,3963.21,4894.9182
2021-09-04 00:15:00,3963.21,3973.0,3954.98,3968.53,5555.8751
2021-09-04 00:30:00,3968.53,3984.82,3965.16,3976.73,4703.3356
2021-09-04 00:45:00,3976.73,3976.74,3966.55,3970.28,2328.8657
2021-09-04 01:00:00,3970.28,3982.0,3968.29,3979.61,3148.8669
2021-09-04 01:15:00,3979.61,3982.86,3972.09,3979.28,2789.5195
2021-09-04 01:30:00,3979.28,3979.99,3971.33,3978.13,2290.489
2021-09-04 01:45:00,3978.14,3978.14,3952.22,3962.69,6348.9043
2021-09-04 02:00:00,3962.69,3963.64,3943.52,3953.81,5667.2334
2021-09-04 02:15:00,3953.82,3963.68,3951.76,3955.01,2646.3406
2021-09-04 02:30:00,3955.0,3959.35,3948.76,3953.21,2981.4174
2021-09-04 02:45:00,3953.22,3961.65,3931.44,3951.87,4479.8383
2021-09-04 03:00:00,3951.87,3952.57,3930.0,3933.09,3268.9592
2021-09-04 03:15:00,3933.08,3949.09,3925.0,3948.52,3186.9691
2021-09-04 03:30:00,3948.51,3953.92,3935.4,3941.14,1954.1385
2021-09-04 03:45:00,3941.14,3945.5,3933.88,3943.85,2143.6062
2021-09-04 04:00:00,3943.84,3944.43,3933.77,3941.29,2637.6017
2021-09-04 04:15:00,3941.28,3941.39,3905.25,3909.0,8054.4472
2021-09-04 04:30:00,3909.0,3922.16,3905.46,3911.08,3483.6627
2021-09-04 04:45:00,3911.08,3920.0,3910.4,3916.7,2261.6237
2021-09-04 05:00:00,3916.71,3933.07,3915.09,3928.79,3405.2189
2021-09-04 05:15:00,3928.48,3943.19,3927.33,3928.99,2347.2602
2021-09-04 05:30:00,3928.99,3938.8,3928.68,3932.96,1479.1392
2021-09-04 05:45:00,3932.96,3941.6,3920.85,3936.45,3112.6074
2021-09-04 06:00:00,3936.45,3937.59,3901.59,3902.97,5107.8096
2021-09-04 06:15:00,3902.64,3919.08,3867.16,3892.56,11991.5299
2021-09-04 06:30:00,3892.55,3909.0,3875.66,3878.39,6568.0484
2021-09-04 06:45:00,3878.38,3894.51,3867.69,3886.64,5354.1047
2021-09-04 07:00:00,3886.63,3903.36,3877.72,3888.77,3525.1955
2021-09-04 07:15:00,3888.78,3914.57,3887.0,3907.66,3565.1812
2021-09-04 07:30:00,3907.66,3921.34,3904.0,3918.5,2535.388
2021-09-04 07:45:00,3918.76,3942.38,3917.15,3938.11,5678.6691
2021-09-04 08:00:00,3938.11,3938.88,3913.62,3928.87,5181.0675
2021-09-04 08:15:00,3929.39,3970.0,3929.39,3957.21,9621.4433
2021-09-04 08:30:00,3957.22,3960.59,3941.3,3944.64,3351.1228
2021-09-04 08:45:00,3944.64,3957.74,3940.83,3942.8,2456.0206
2021-09-04 09:00:00,3942.82,3953.77,3931.82,3936.01,3597.5523
2021-09-04 09:15:00,3936.01,3944.6,3925.59,3928.2,2653.7778
2021-09-04 09:30:00,3928.19,3938.5,3918.03,3938.13,3418.1008
2021-09-04 09:45:00,3938.14,3939.63,3920.0,3920.01,2670.7133
2021-09-04 10:00:00,3920.0,3921.12,3903.12,3920.46,4063.9625
2021-09-04 10:15:00,3920.46,3937.09,3919.6,3936.01,2744.0273
2021-09-04 10:30:00,3936.01,3937.26,3921.85,3929.12,1991.3716
2021-09-04 10:45:00,3929.11,3947.09,3927.0,3943.71,3557.6678
2021-09-04 11:00:00,3943.72,3943.72,3922.67,3930.92,3448.0416
2021-09-04 11:15:00,3930.91,3931.89,3920.0,3920.62,3059.7757
2021-09-04 11:30:00,3920.61,3926.79,3914.58,3918.0,3697.1017
2021-09-04 11:45:00,3918.0,3931.86,3916.54,3917.76,3944.5037
2021-09-04 12:00:00,3917.76,3919.98,3908.65,3912.2,2988.5915
2021-09-04 12:15:00,3912.21,3926.99,3912.21,3920.99,2514.6992
2021-09-04 12:30:00,3920.99,3923.0,3915.08,3919.44,2473.1529
2021-09-04 12:45:00,3919.44,3919.86,3905.7,3905.87,2527.0085
2021-09-04 13:00:00,3905.87,3909.19,3892.52,3899.85,4740.7446
2021-09-04 13:15:00,3899.85,3910.68,3897.66,3903.77,1897.3196
2021-09-04 13:30:00,3903.77,3925.88,3903.54,3924.99,3283.0679
2021-09-04 13:45:00,3925.0,3928.01,3917.77,3926.0,2332.943
2021-09-04 14:00:00,3925.5,3937.4,3918.3,3933.92,2987.9636
2021-09-04 14:15:00,3933.92,3936.05,3923.53,3923.98,2330.5902
2021-09-04 14:30:00,3923.99,3925.92,3918.0,3921.7,1925.139
2021-09-04 14:45:00,3921.69,3927.98,3915.78,3921.25,1804.2143
2021-09-04 15:00:00,3921.25,3933.71,3912.74,3916.27,2914.8588
2021-09-04 15:15:00,3916.27,3924.29,3908.24,3921.75,2517.1445
2021-09-04 15:30:00,3921.74,3921.87,3910.0,3911.69,1792.7266
2021-09-04 15:45:00,3911.68,3918.74,3910.0,3916.75,1867.6025
2021-09-04 16:00:00,3916.75,3928.8,3909.21,3920.4,5623.5012
2021-09-04 16:15:00,3920.4,3948.99,3920.0,3934.02,5284.9827
2021-09-04 16:30:00,3934.02,3953.29,3932.37,3945.82,4926.9674
2021-09-04 16:45:00,3945.82,3948.46,3932.14,3933.52,2524.2648
2021-09-04 17:00:00,3933.56,3944.99,3921.73,3940.33,3480.9109
2021-09-04 17:15:00,3940.33,3944.28,3928.71,3929.84,3030.2238
